Run #,Apogee Time (s),Launch Time (s),Burnout Time (s),Ground Hit Time (s),Max X Position (m),Max Altitude (m),Max Velocity Z (m/s),Landing X Pos (m),Landing Lon (deg),Landing Lat (deg),Thrust Scale Factor,Random Parameters
0,46.006,0,4.3,493.1571205,8.53E-07,11975.60281,696.0941703,-1942.749591,-81.82607365,47.92637613,-0.221687641,"{'gross_weight': 49182.783289708226, 'diameter': 0.13041909818919412, 'launch_rod_length': 2.270702611420804, 'launch_temperature': 292.62012106577396, 'wind_direction': 0.2281760140555149, 'wind_speed_average': 9.35154627980949, 'wind_turbulence_intensity': -6.022236157162534, 'launch_rod_angle': -0.21375036974612455, 'launch_rod_direction': 1.573097228103704, 'separation_delay_charge': 0.3340886795063804, 'wind_standard_deviation': -4.3661676732038135}"
1,44.30561033,0,4.3,494.8828936,3.37E-06,11207.86921,667.2099356,-5390.788901,-81.8724815,48.02026577,5.928534966,"{'gross_weight': 49176.39395827338, 'diameter': 0.13077050098577875, 'launch_rod_length': 2.009538249097816, 'launch_temperature': 274.1928020024648, 'wind_direction': 1.9705271736943317, 'wind_speed_average': 0.5889565314602834, 'wind_turbulence_intensity': 5.076827260682422, 'launch_rod_angle': -0.2069883199471852, 'launch_rod_direction': 1.53521815268027, 'separation_delay_charge': -0.009043219264902433, 'wind_standard_deviation': 12.055265347397924}"
2,44.056,0,4.3,468.9125909,3.54E-06,11101.20752,666.598483,-13367.02379,-81.97963113,47.99315312,0.304983395,"{'gross_weight': 49166.725190716614, 'diameter': 0.13033527947338108, 'launch_rod_length': 1.749216593684234, 'launch_temperature': 293.6680518147166, 'wind_direction': 1.516214683934933, 'wind_speed_average': 16.332349826436605, 'wind_turbulence_intensity': -3.958153547453391, 'launch_rod_angle': -0.19975748101695087, 'launch_rod_direction': 1.6245060959426514, 'separation_delay_charge': -0.16888625125674156, 'wind_standard_deviation': -2.1028117823547734}"
3,44.915,0,4.3,480.4838346,1695.19244,11513.95589,679.0057617,1695.19244,-81.77723687,47.95351219,-1.509987977,"{'gross_weight': 49170.393649068414, 'diameter': 0.13073811683623165, 'launch_rod_length': 1.6178758754236784, 'launch_temperature': 292.1516003675886, 'wind_direction': -0.3237346840776083, 'wind_speed_average': 0.047179589767446295, 'wind_turbulence_intensity': -1.2700110126656585, 'launch_rod_angle': -0.216784846240212, 'launch_rod_direction': 1.4589524626119275, 'separation_delay_charge': 0.06514933074748196, 'wind_standard_deviation': -0.23481944014041553}"
4,44.87632813,0,4.3,479.897806,4.23E-06,11495.12713,679.3226248,-6792.934984,-81.8913276,48.01666718,1.460805483,"{'gross_weight': 49177.02624144955, 'diameter': 0.1305685962122505, 'launch_rod_length': 2.3386291666647416, 'launch_temperature': 294.184391602091, 'wind_direction': 1.8404065738938349, 'wind_speed_average': 3.6215388609158214, 'wind_turbulence_intensity': -3.654357572278645, 'launch_rod_angle': -0.2515841509254025, 'launch_rod_direction': 1.5927360807270456, 'separation_delay_charge': -0.012446142730577259, 'wind_standard_deviation': -7.519342898926082}"
5,45.20632813,0,4.3,484.1873145,3537.815017,11655.70418,685.2522292,3537.815017,-81.75242284,48.03077863,-0.772406823,"{'gross_weight': 49171.29554775028, 'diameter': 0.1304865626383959, 'launch_rod_length': 1.688040354299252, 'launch_temperature': 294.5478566028968, 'wind_direction': 3.9475842013111784, 'wind_speed_average': -1.3290897554669954, 'wind_turbulence_intensity': 0.806222723328362, 'launch_rod_angle': -0.19363800145411114, 'launch_rod_direction': 1.488630294670616, 'separation_delay_charge': -0.23031928601837462, 'wind_standard_deviation': -0.20599417305272275}"
6,45.706,0,4.3,489.4645721,3359.031924,11804.05773,686.9820192,3359.031924,-81.75489478,47.95346554,2.909924376,"{'gross_weight': 49160.405338154516, 'diameter': 0.13062173854219455, 'launch_rod_length': 1.8959090129328824, 'launch_temperature': 281.4018160558936, 'wind_direction': -0.5807551991997557, 'wind_speed_average': 3.3404731722310377, 'wind_turbulence_intensity': -1.755455539011372, 'launch_rod_angle': -0.21293166478307166, 'launch_rod_direction': 1.5623779337953256, 'separation_delay_charge': -0.788726318604163, 'wind_standard_deviation': -1.544010852889944}"
7,46.355,0,4.3,496.4255755,1.77E-06,12043.57649,694.7975106,-6643.06395,-81.88940583,48.07038917,3.082764668,"{'gross_weight': 49164.26953342784, 'diameter': 0.13041262221783462, 'launch_rod_length': 1.9309571844575655, 'launch_temperature': 277.4154118012351, 'wind_direction': 2.440218269130334, 'wind_speed_average': 13.813532781576694, 'wind_turbulence_intensity': 2.3397399569126756, 'launch_rod_angle': -0.15261069966963714, 'launch_rod_direction': 1.5996635506075698, 'separation_delay_charge': -0.4331275047123929, 'wind_standard_deviation': -8.293389425513304}"
8,46.446,0,4.3,497.4621261,5851.126469,12108.31935,696.9248223,5851.126469,-81.72125308,48.0699954,-1.189909613,"{'gross_weight': 49163.14489393791, 'diameter': 0.13121316005487504, 'launch_rod_length': 1.566057007709275, 'launch_temperature': 280.2385298328456, 'wind_direction': 3.788297535539653, 'wind_speed_average': 12.501878324715122, 'wind_turbulence_intensity': 2.108539430848333, 'launch_rod_angle': -0.16852652689589687, 'launch_rod_direction': 1.6165783620097172, 'separation_delay_charge': -0.42318912456752295, 'wind_standard_deviation': -1.3275055471366293}"
9,46.49632812,0,4.3,498.8556926,6263.87787,12217.18357,704.280358,6263.87787,-81.71574811,48.03943252,4.607713365,"{'gross_weight': 49186.94131699294, 'diameter': 0.13114759097284692, 'launch_rod_length': 1.6657942222042927, 'launch_temperature': 296.8769160807247, 'wind_direction': -2.179012671212484, 'wind_speed_average': 8.801713793128862, 'wind_turbulence_intensity': 3.5977211911346463, 'launch_rod_angle': -0.18547747623192706, 'launch_rod_direction': 1.6111868866147683, 'separation_delay_charge': 0.01290333046278162, 'wind_standard_deviation': -5.2637968781590985}"
10,44.666,0,4.3,477.4599504,3690.654899,11389.39111,675.5639595,3690.654899,-81.75046331,47.93095498,0.047742522,"{'gross_weight': 49164.086804115075, 'diameter': 0.13045684285633113, 'launch_rod_length': 1.7070183643980679, 'launch_temperature': 291.02158148884763, 'wind_direction': -0.45214579890609574, 'wind_speed_average': 6.61396503881076, 'wind_turbulence_intensity': 0.6575938218212773, 'launch_rod_angle': -0.27783542236843367, 'launch_rod_direction': 1.705566910183541, 'separation_delay_charge': 0.2466221095095733, 'wind_standard_deviation': -0.3474569694517746}"
11,45.99632812,0,4.3,493.3308865,1.60E-06,11978.63071,695.4809952,-3959.976093,-81.85330349,48.07817936,-2.28519124,"{'gross_weight': 49184.78794419129, 'diameter': 0.13091666023522772, 'launch_rod_length': 1.8169929624562937, 'launch_temperature': 294.1778718895165, 'wind_direction': 2.7162287143462645, 'wind_speed_average': 11.000250368134237, 'wind_turbulence_intensity': -0.9425989816808579, 'launch_rod_angle': -0.22067575876576195, 'launch_rod_direction': 1.6037286278839, 'separation_delay_charge': 0.454623216237966, 'wind_standard_deviation': 0.7496297362795572}"
12,45.92678885,0,4.3,497.2620232,4945.153412,12030.85802,700.7923371,4945.153412,-81.73352516,48.0087122,-3.065011902,"{'gross_weight': 49165.13848718291, 'diameter': 0.1315192808781768, 'launch_rod_length': 1.8092810232338146, 'launch_temperature': 303.54076505553087, 'wind_direction': 4.521509734592479, 'wind_speed_average': 2.7918104435127655, 'wind_turbulence_intensity': 1.9638982498475115, 'launch_rod_angle': -0.15464601320232776, 'launch_rod_direction': 1.5752243400963748, 'separation_delay_charge': 0.12822781974652428, 'wind_standard_deviation': 4.338940196483991}"
13,45.656,0,4.3,488.730331,2.79E-06,11777.69528,687.0785443,-11728.82401,-81.95754269,47.96902247,-0.813355089,"{'gross_weight': 49186.550914131774, 'diameter': 0.13087928211167468, 'launch_rod_length': 1.9165292807704715, 'launch_temperature': 285.87030216443844, 'wind_direction': 1.2864567277653884, 'wind_speed_average': 15.571288338931181, 'wind_turbulence_intensity': 4.225017622634836, 'launch_rod_angle': -0.16240097448462687, 'launch_rod_direction': 1.5212415766999934, 'separation_delay_charge': 0.1689912992527646, 'wind_standard_deviation': 0.4219105410019629}"
14,45.53292479,0,4.3,503.2863111,5164.57858,11874.19058,694.3707137,5164.57858,-81.73070173,47.91476029,-0.134935772,"{'gross_weight': 49174.18153709835, 'diameter': 0.13059010230401907, 'launch_rod_length': 2.224246909039135, 'launch_temperature': 290.5261649696514, 'wind_direction': -0.5020836019897992, 'wind_speed_average': 14.756663947318184, 'wind_turbulence_intensity': 8.937346137853703, 'launch_rod_angle': -0.1856927642186907, 'launch_rod_direction': 1.5611215687062154, 'separation_delay_charge': -0.06679804056768726, 'wind_standard_deviation': 8.988820765303434}"
15,45.42632812,0,4.3,486.8199776,4537.894637,11734.08619,687.3767593,4537.894637,-81.73901969,47.9918045,2.665643314,"{'gross_weight': 49167.32001366638, 'diameter': 0.13040886364184265, 'launch_rod_length': 1.8438968083058191, 'launch_temperature': 290.94681983383566, 'wind_direction': 4.911144781882415, 'wind_speed_average': 0.05163569828623693, 'wind_turbulence_intensity': -2.655135916163591, 'launch_rod_angle': -0.18135700124847448, 'launch_rod_direction': 1.5788958813245257, 'separation_delay_charge': -0.20684094088359115, 'wind_standard_deviation': -6.254179161624888}"
16,45.27632813,0,4.3,485.4888921,4.15E-06,11768.15714,693.5988156,-10180.89091,-81.93681028,47.9915164,1.468294809,"{'gross_weight': 49172.437117239955, 'diameter': 0.1308899342630348, 'launch_rod_length': 1.6802122009097646, 'launch_temperature': 318.74145284986525, 'wind_direction': 1.4804157513625178, 'wind_speed_average': 11.122385831344538, 'wind_turbulence_intensity': 3.7952744090240236, 'launch_rod_angle': -0.2376441377019334, 'launch_rod_direction': 1.5333191868944092, 'separation_delay_charge': 0.568903645583377, 'wind_standard_deviation': 1.0632116387926576}"
17,44.135,0,4.3,470.376428,12359.04535,11132.33472,666.4622354,12359.04535,-81.63374528,48.04565298,1.950154552,"{'gross_weight': 49183.668090123894, 'diameter': 0.13129956574531804, 'launch_rod_length': 1.9435628502645106, 'launch_temperature': 290.3959407032268, 'wind_direction': 4.323387314554152, 'wind_speed_average': 16.02974607083687, 'wind_turbulence_intensity': 3.077169027226387, 'launch_rod_angle': -0.1940671771807862, 'launch_rod_direction': 1.6083779310959478, 'separation_delay_charge': 0.32048802222721273, 'wind_standard_deviation': 0.542979732372787}"
18,46.646,0,4.3,499.7569158,2265.977204,12169.06818,698.7962793,2265.977204,-81.76949968,48.0764939,5.055169276,"{'gross_weight': 49183.45297461249, 'diameter': 0.13030449501637104, 'launch_rod_length': 1.709221642314016, 'launch_temperature': 276.0391743509817, 'wind_direction': 3.4044808232158275, 'wind_speed_average': 12.120845049628246, 'wind_turbulence_intensity': -4.72764374921381, 'launch_rod_angle': -0.14665974331912734, 'launch_rod_direction': 1.6322992514781687, 'separation_delay_charge': 0.07917343808302088, 'wind_standard_deviation': -4.046060808136304}"
19,46.265,0,4.3,495.8576839,2.21E-06,12074.02957,697.2039749,-4659.15171,-81.86255067,47.94304108,1.19889794,"{'gross_weight': 49175.216014329526, 'diameter': 0.1309321243495241, 'launch_rod_length': 2.1366533590946704, 'launch_temperature': 288.2140402842124, 'wind_direction': 0.6307181992412622, 'wind_speed_average': 8.008798281868305, 'wind_turbulence_intensity': -2.7375174842123973, 'launch_rod_angle': -0.21177154574967824, 'launch_rod_direction': 1.5841425792161623, 'separation_delay_charge': 0.26324811482961413, 'wind_standard_deviation': -5.642697020633646}"
20,45.846,0,4.3,491.5249053,1.54E-06,11936.46886,694.8975983,-2591.854616,-81.83486724,48.04780888,0.392920619,"{'gross_weight': 49186.98896180102, 'diameter': 0.13136958232379656, 'launch_rod_length': 1.8598541603637229, 'launch_temperature': 296.57196189154973, 'wind_direction': 2.6914659113675854, 'wind_speed_average': 3.4061587023414486, 'wind_turbulence_intensity': -0.7524809174784621, 'launch_rod_angle': -0.19976768817792812, 'launch_rod_direction': 1.512809697582255, 'separation_delay_charge': -0.30981034134084423, 'wind_standard_deviation': -0.12592013322964768}"
21,44.96508795,0,4.3,505.9780724,2576.736043,11564.00433,681.4462724,2419.746869,-81.7674576,48.03271392,0.873999186,"{'gross_weight': 49177.8428037147, 'diameter': 0.13089864582843402, 'launch_rod_length': 2.3000674653715567, 'launch_temperature': 277.0302864349153, 'wind_direction': 3.73292622464583, 'wind_speed_average': -3.484327706177698, 'wind_turbulence_intensity': 2.7173498008319017, 'launch_rod_angle': -0.19179052513700756, 'launch_rod_direction': 1.5536982877674523, 'separation_delay_charge': -0.2625662579684923, 'wind_standard_deviation': 12.175836776052043}"
22,45.96632812,0,4.3,492.5682801,3861.755945,11970.17695,695.67436,3861.755945,-81.74803417,48.06276527,1.286001348,"{'gross_weight': 49178.12025278597, 'diameter': 0.1315329531705801, 'launch_rod_length': 1.6315029661738734, 'launch_temperature': 293.0909406257393, 'wind_direction': 3.649466378515685, 'wind_speed_average': 8.099884247696439, 'wind_turbulence_intensity': -4.376185736092432, 'launch_rod_angle': -0.21571974291862386, 'launch_rod_direction': 1.5996535174473219, 'separation_delay_charge': -0.26502085109559065, 'wind_standard_deviation': -5.333271454399507}"
23,43.99673968,0,4.3,480.2555834,3.53E-06,11125.83094,670.5279608,-5391.088133,-81.87245598,47.99924252,-0.840674076,"{'gross_weight': 49181.00822035449, 'diameter': 0.12984495568091958, 'launch_rod_length': 2.1712525611595623, 'launch_temperature': 296.32018056445247, 'wind_direction': 1.5579181537241473, 'wind_speed_average': -0.6570906150207083, 'wind_turbulence_intensity': 5.229726925374025, 'launch_rod_angle': -0.1993408260954962, 'launch_rod_direction': 1.5977307009569897, 'separation_delay_charge': 0.11106371798902627, 'wind_standard_deviation': 7.782721143816897}"
24,44.13632813,0,4.3,470.5406929,3.85E-07,11098.04655,666.8722319,-973.8685284,-81.81311375,48.09754925,0.718109453,"{'gross_weight': 49182.28077764463, 'diameter': 0.12916249629873536, 'launch_rod_length': 1.8358647207179863, 'launch_temperature': 280.4390273657122, 'wind_direction': 3.0531740100126443, 'wind_speed_average': 12.671538647769578, 'wind_turbulence_intensity': 0.20282317869902516, 'launch_rod_angle': -0.2502746124815707, 'launch_rod_direction': 1.5286924354379163, 'separation_delay_charge': 0.25175576698299706, 'wind_standard_deviation': 0.4722932010119024}"
25,46.165,0,4.3,495.7939656,2331.73364,12119.1643,702.9324465,2331.73364,-81.76863369,48.04514863,-1.288084843,"{'gross_weight': 49169.247042754505, 'diameter': 0.13069404265525247, 'launch_rod_length': 1.784365003056635, 'launch_temperature': 306.1412644736923, 'wind_direction': 3.5802883708772595, 'wind_speed_average': 3.595823264923243, 'wind_turbulence_intensity': 5.408938181071989, 'launch_rod_angle': -0.18081405585106758, 'launch_rod_direction': 1.5314177071126274, 'separation_delay_charge': -0.18912153059475872, 'wind_standard_deviation': -6.4892445321817585}"
26,46.676,0,4.3,500.8408376,1616.968955,12287.60296,705.9760405,1616.968955,-81.77824598,48.05147954,-1.268081056,"{'gross_weight': 49173.47577631248, 'diameter': 0.13101941178607615, 'launch_rod_length': 2.2252535471302943, 'launch_temperature': 295.52582149732103, 'wind_direction': 3.420799298974541, 'wind_speed_average': 5.733202464241994, 'wind_turbulence_intensity': 3.941779405853699, 'launch_rod_angle': -0.16927745781120196, 'launch_rod_direction': 1.517447583036983, 'separation_delay_charge': -0.10011203681714728, 'wind_standard_deviation': -1.9710223090010701}"
27,46.076,0,4.3,494.2966133,2.50E-06,12093.73124,702.7738338,-4526.429727,-81.86088279,48.03972511,0.809356965,"{'gross_weight': 49169.57920827582, 'diameter': 0.13103571477223167, 'launch_rod_length': 1.868931840498997, 'launch_temperature': 310.0212438834883, 'wind_direction': 2.3476536558126275, 'wind_speed_average': 4.886766082794639, 'wind_turbulence_intensity': 1.865426888755445, 'launch_rod_angle': -0.19738678125411419, 'launch_rod_direction': 1.5909620040719736, 'separation_delay_charge': -0.10502818901524417, 'wind_standard_deviation': -0.4031813219391349}"
28,46.60632812,0,4.3,500.2565874,2.99E-06,12257.5547,705.2723029,-6335.498972,-81.88517993,48.01807929,3.824316043,"{'gross_weight': 49179.88513740096, 'diameter': 0.13116785207915085, 'launch_rod_length': 1.650312879691151, 'launch_temperature': 296.11110412051005, 'wind_direction': 1.8812561089426394, 'wind_speed_average': 6.992885156590928, 'wind_turbulence_intensity': 4.489974325812044, 'launch_rod_angle': -0.17614403904850823, 'launch_rod_direction': 1.616579936747006, 'separation_delay_charge': 0.07139420232303811, 'wind_standard_deviation': -0.34498609780193085}"
29,45.86421029,0,4.3,494.6963357,3.82E-06,11901.06946,692.0218571,-8512.61739,-81.9144431,48.01451391,-0.763881667,"{'gross_weight': 49169.271594253834, 'diameter': 0.13114120298706408, 'launch_rod_length': 1.8937263321616087, 'launch_temperature': 287.5647856771766, 'wind_direction': 1.7609095333887141, 'wind_speed_average': 8.918495052087424, 'wind_turbulence_intensity': 1.8772265720564878, 'launch_rod_angle': -0.2209635152005511, 'launch_rod_direction': 1.5742963403033032, 'separation_delay_charge': -0.06501960603611734, 'wind_standard_deviation': 4.327597508018813}"
30,44.71632813,0,4.3,478.1099739,2.29E-06,11433.98937,678.0484592,-3745.178648,-81.85039071,48.05623218,-0.394364241,"{'gross_weight': 49174.3259089302, 'diameter': 0.132004795804822, 'launch_rod_length': 1.8374608135806114, 'launch_temperature': 295.07080859715273, 'wind_direction': 2.6044164212360554, 'wind_speed_average': 4.167776019576084, 'wind_turbulence_intensity': 2.8508273840420335, 'launch_rod_angle': -0.2570258136260808, 'launch_rod_direction': 1.498022447115185, 'separation_delay_charge': -0.38075901698164255, 'wind_standard_deviation': -0.623221363200475}"
31,45.67128732,0,4.3,496.4705387,8.53E-07,11950.12036,699.4524995,-1788.069043,-81.82400402,47.94002605,-1.262805166,"{'gross_weight': 49165.20420034993, 'diameter': 0.13147760163777739, 'launch_rod_length': 1.9389700238610588, 'launch_temperature': 308.5201774740803, 'wind_direction': 0.2563707765556351, 'wind_speed_average': 5.913541028938648, 'wind_turbulence_intensity': 1.1619261100496296, 'launch_rod_angle': -0.18919790148585192, 'launch_rod_direction': 1.6053643100337351, 'separation_delay_charge': 0.28256175801313427, 'wind_standard_deviation': 6.2118982904143145}"
32,45.546,0,4.3,488.5149076,5722.964205,11800.99903,689.2833789,5722.964205,-81.72306399,48.01240154,0.665644244,"{'gross_weight': 49167.56143768155, 'diameter': 0.1308252224108792, 'launch_rod_length': 1.9200458786243273, 'launch_temperature': 294.3305002598562, 'wind_direction': -1.804712479607737, 'wind_speed_average': 2.3067868843281856, 'wind_turbulence_intensity': 3.4119620411586262, 'launch_rod_angle': -0.21224433946909826, 'launch_rod_direction': 1.5778414670006626, 'separation_delay_charge': -0.5129624069600631, 'wind_standard_deviation': -10.268032260498291}"
33,46.166,0,4.3,494.584527,9634.632171,12005.46632,694.1888053,9634.632171,-81.67044811,48.02425589,0.809700497,"{'gross_weight': 49174.372140823165, 'diameter': 0.1309373010427778, 'launch_rod_length': 1.8867018592138811, 'launch_temperature': 283.0276081963836, 'wind_direction': 4.44060724571038, 'wind_speed_average': 12.30111682088793, 'wind_turbulence_intensity': -0.6229402612643157, 'launch_rod_angle': -0.19669744282527526, 'launch_rod_direction': 1.5960177483905034, 'separation_delay_charge': 0.1258388582266059, 'wind_standard_deviation': 0.9732087136577438}"
34,45.396,0,4.3,487.9302276,2.89E-06,11693.7658,684.9977791,-6718.243815,-81.89020558,47.94928817,0.844967079,"{'gross_weight': 49178.22749059106, 'diameter': 0.1312947926275535, 'launch_rod_length': 1.389875110996145, 'launch_temperature': 288.1989929866014, 'wind_direction': 0.8709934922984389, 'wind_speed_average': 8.03977925430344, 'wind_turbulence_intensity': 1.3406632135479597, 'launch_rod_angle': -0.21371790136317992, 'launch_rod_direction': 1.5949375848369067, 'separation_delay_charge': 0.3682494944541936, 'wind_standard_deviation': 2.59444299705786}"
35,45.225,0,4.3,484.6995585,2.13E-06,11642.23023,683.7450801,-2910.876571,-81.83909519,47.96379583,0.400294221,"{'gross_weight': 49173.30212174174, 'diameter': 0.13167135863228946, 'launch_rod_length': 1.7578324048111122, 'launch_temperature': 289.61610367657664, 'wind_direction': 0.6206210545189685, 'wind_speed_average': -1.0650387925852058, 'wind_turbulence_intensity': -0.032342877180627214, 'launch_rod_angle': -0.20734596116410717, 'launch_rod_direction': 1.510307154742704, 'separation_delay_charge': -0.021287598581096745, 'wind_standard_deviation': 1.728359980627322}"
36,44.20463262,0,4.3,479.0064642,3.85E-06,11299.18664,678.4749997,-5737.05923,-81.87709832,47.99422332,3.158518508,"{'gross_weight': 49173.195018467304, 'diameter': 0.1303707884135471, 'launch_rod_length': 1.5717424690771993, 'launch_temperature': 310.38440060260257, 'wind_direction': 1.461443974724, 'wind_speed_average': -0.4623884770619684, 'wind_turbulence_intensity': -1.1844668567912402, 'launch_rod_angle': -0.21988355008257351, 'launch_rod_direction': 1.622696273066565, 'separation_delay_charge': -0.10967599869536444, 'wind_standard_deviation': 6.167841110817845}"
37,46.666,0,4.3,499.9753007,2060.647099,12250.84062,704.5382569,2060.647099,-81.77234554,47.9235752,2.713294939,"{'gross_weight': 49170.26777596108, 'diameter': 0.13169039019384374, 'launch_rod_length': 2.027992186593127, 'launch_temperature': 290.62332552147166, 'wind_direction': -0.24255198937713907, 'wind_speed_average': 11.966998546391068, 'wind_turbulence_intensity': 5.5473426740586635, 'launch_rod_angle': -0.1519351010283927, 'launch_rod_direction': 1.5090117944707722, 'separation_delay_charge': 0.19713141905336165, 'wind_standard_deviation': -3.1060934352665734}"
38,45.475,0,4.3,486.9705279,1.44E-06,11722.01329,685.5184158,-2627.380196,-81.83535675,48.06470874,0.595853175,"{'gross_weight': 49168.844864198465, 'diameter': 0.13144396004776224, 'launch_rod_length': 1.9442519312617175, 'launch_temperature': 286.20373950836057, 'wind_direction': 2.793820818698081, 'wind_speed_average': 6.015387192355602, 'wind_turbulence_intensity': -10.22586793445149, 'launch_rod_angle': -0.24187930545830943, 'launch_rod_direction': 1.5465200279209839, 'separation_delay_charge': 0.41968465968106344, 'wind_standard_deviation': -0.8635523848754688}"
39,46.38632812,0,4.3,497.2422659,2.48E-06,12134.10493,700.084999,-7035.306504,-81.89466128,48.05757364,2.338681417,"{'gross_weight': 49175.98698474645, 'diameter': 0.13084697391265987, 'launch_rod_length': 1.7998860581680816, 'launch_temperature': 292.08358449909304, 'wind_direction': 2.311781561842562, 'wind_speed_average': 11.746531822254692, 'wind_turbulence_intensity': 2.7419700732405348, 'launch_rod_angle': -0.18929348734861406, 'launch_rod_direction': 1.5561454521589633, 'separation_delay_charge': -0.5924745189386125, 'wind_standard_deviation': 0.3156582274540732}"
40,46.08632812,0,4.3,494.9088603,1.73E-06,12036.67475,698.9690266,-3462.735278,-81.84648691,47.94140959,0.640543083,"{'gross_weight': 49176.68998438515, 'diameter': 0.13052283806081305, 'launch_rod_length': 2.0291095617392703, 'launch_temperature': 297.4672166254886, 'wind_direction': 0.4840121235456465, 'wind_speed_average': 7.158493242686072, 'wind_turbulence_intensity': 1.1144724830574044, 'launch_rod_angle': -0.211007609697168, 'launch_rod_direction': 1.5252456784852877, 'separation_delay_charge': 0.32224343227242275, 'wind_standard_deviation': 1.8398535344909481}"
41,46.286,0,4.3,496.7875608,5989.825707,12125.66358,700.5449196,5989.825707,-81.71950124,47.99653344,0.207246593,"{'gross_weight': 49185.79837052517, 'diameter': 0.1308374616313513, 'launch_rod_length': 1.8745620045450442, 'launch_temperature': 295.8113166823204, 'wind_direction': 4.777548231381143, 'wind_speed_average': 4.4745895584312265, 'wind_turbulence_intensity': 1.0230089496246593, 'launch_rod_angle': -0.18961772577916922, 'launch_rod_direction': 1.6167139783080509, 'separation_delay_charge': 0.3278111029566506, 'wind_standard_deviation': -0.18161872040124463}"
42,45.426,0,4.3,486.8794491,2.29E-06,11799.77388,692.6002088,-5168.894826,-81.8693712,47.92594995,-0.984778421,"{'gross_weight': 49156.49361127995, 'diameter': 0.13088767832477582, 'launch_rod_length': 1.8773784773790796, 'launch_temperature': 308.87458146594014, 'wind_direction': 0.557516661800072, 'wind_speed_average': 10.324861647954435, 'wind_turbulence_intensity': -0.9872078561585205, 'launch_rod_angle': -0.24764923107816736, 'launch_rod_direction': 1.5685966255119623, 'separation_delay_charge': 0.017360766951059484, 'wind_standard_deviation': 0.9461920842786973}"
43,45.86918566,0,4.3,498.7521564,3.05E-06,12015.4207,700.1951358,-5939.362875,-81.87977404,47.96642801,-0.717950326,"{'gross_weight': 49155.04040997755, 'diameter': 0.13071462690325333, 'launch_rod_length': 2.1113167348029673, 'launch_temperature': 305.25421106072133, 'wind_direction': 1.0084188722915663, 'wind_speed_average': 6.25471479457666, 'wind_turbulence_intensity': -2.514262236519155, 'launch_rod_angle': -0.2035419671479922, 'launch_rod_direction': 1.5828887681946633, 'separation_delay_charge': -0.37569320911070786, 'wind_standard_deviation': 5.994077366130415}"
44,46.16220367,0,4.3,497.6166441,3344.473349,12071.44824,699.379269,3344.473349,-81.75510469,47.93687487,4.833987791,"{'gross_weight': 49170.97056916283, 'diameter': 0.13125504613648256, 'launch_rod_length': 1.7493990323054651, 'launch_temperature': 292.6253255054192, 'wind_direction': -0.44922241125283335, 'wind_speed_average': 8.351242999065967, 'wind_turbulence_intensity': 4.358197096040842, 'launch_rod_angle': -0.20324698755342052, 'launch_rod_direction': 1.5788487233058093, 'separation_delay_charge': 0.5462096881615779, 'wind_standard_deviation': 3.768424664223239}"
45,46.805,0,4.3,502.1655287,4.29E-07,12279.17338,702.0177181,-860.4820739,-81.81157694,48.05316851,-1.456474973,"{'gross_weight': 49178.113188566065, 'diameter': 0.13081714774520217, 'launch_rod_length': 2.3085275521721327, 'launch_temperature': 281.51676620899786, 'wind_direction': 3.000956999408377, 'wind_speed_average': 5.590849199993893, 'wind_turbulence_intensity': -6.03061959385272, 'launch_rod_angle': -0.17140090267642413, 'launch_rod_direction': 1.5434587400427677, 'separation_delay_charge': 0.8348260612154657, 'wind_standard_deviation': 0.26699417185685476}"
46,45.37632812,0,4.3,486.2510568,2019.663803,11724.86794,689.6370657,2019.663803,-81.77282713,48.05367453,-1.445976125,"{'gross_weight': 49174.12764337308, 'diameter': 0.12996120032996833, 'launch_rod_length': 1.8373052899539974, 'launch_temperature': 295.8657276146056, 'wind_direction': 3.4708773434368245, 'wind_speed_average': 4.365100661527256, 'wind_turbulence_intensity': -1.3787696213079557, 'launch_rod_angle': -0.20954433945160325, 'launch_rod_direction': 1.6142716391352625, 'separation_delay_charge': -0.29731720945376905, 'wind_standard_deviation': 0.8716580771792873}"
47,44.92495056,0,4.3,486.0860887,3950.530882,11587.63234,686.0493224,3950.530882,-81.74685831,48.04460643,-2.957164658,"{'gross_weight': 49181.93704941204, 'diameter': 0.13039035229717413, 'launch_rod_length': 1.8807831960171617, 'launch_temperature': 303.59511536731964, 'wind_direction': 3.8171268601170305, 'wind_speed_average': 3.3576852740040932, 'wind_turbulence_intensity': -2.4283311339588183, 'launch_rod_angle': -0.20393073728456595, 'launch_rod_direction': 1.5370113552702171, 'separation_delay_charge': -0.004107554855918988, 'wind_standard_deviation': 5.165103750271168}"
48,45.956,0,4.3,492.1813007,2.86E-06,11927.42625,693.1048881,-4856.595857,-81.86530401,48.02418576,2.020289499,"{'gross_weight': 49165.12313099524, 'diameter': 0.13025604809357758, 'launch_rod_length': 1.6983486790923996, 'launch_temperature': 285.6833729117963, 'wind_direction': 2.080540895805572, 'wind_speed_average': 3.471969574666861, 'wind_turbulence_intensity': 2.795284078650189, 'launch_rod_angle': -0.1841530366551818, 'launch_rod_direction': 1.6238627686491143, 'separation_delay_charge': -0.5828748246972818, 'wind_standard_deviation': -4.381012292765619}"
