Run #,Apogee Time (s),Launch Time (s),Burnout Time (s),Ground Hit Time (s),Max X Position (m),Max Altitude (m),Max Velocity Z (m/s),Landing X Pos (m),Landing Lon (deg),Landing Lat (deg),Thrust Scale Factor,Random Parameters
0,33.94024177,0,7.254,333.3348637,3.01E-06,5940.796444,432.4621125,-2917.232017,-81.83919576,47.9838368,1.026816339,"{'gross_weight': 16.85908840932519, 'diameter': 0.13138597889942957, 'launch_rod_length': 1.647667111793353, 'launch_temperature': 293.7414104975025, 'wind_direction': 1.0176711780213044, 'wind_speed_average': 3.2065649299963077, 'wind_turbulence_intensity': -4.769002785680368, 'launch_rod_angle': -0.19793071523579783, 'launch_rod_direction': 1.509956641236253, 'separation_delay_charge': 0.34574105574033104, 'wind_standard_deviation': 3.31367402820803}"
1,34.274,0,7.254,335.3364011,3818.043639,6025.654958,435.3871981,3818.043639,-81.74867511,48.00985307,3.231453772,"{'gross_weight': 7.181518697187571, 'diameter': 0.13049175663758839, 'launch_rod_length': 1.3525665669509317, 'launch_temperature': 294.2834155814691, 'wind_direction': -1.8487421377657367, 'wind_speed_average': 5.871265276080591, 'wind_turbulence_intensity': 1.4036248874936068, 'launch_rod_angle': -0.21355416293229074, 'launch_rod_direction': 1.5522504645674349, 'separation_delay_charge': 0.09570045763829152, 'wind_standard_deviation': 0.8751879612788652}"
2,34.184,0,7.254,334.4006059,1905.178187,5992.497166,434.7453603,1905.178187,-81.77441241,47.96311771,0.392372047,"{'gross_weight': 16.93990256585379, 'diameter': 0.1300551525119253, 'launch_rod_length': 1.7906408696270693, 'launch_temperature': 291.3999793138209, 'wind_direction': 5.8452618755300865, 'wind_speed_average': 7.872414867647654, 'wind_turbulence_intensity': -3.0960673717864853, 'launch_rod_angle': -0.18188171310284118, 'launch_rod_direction': 1.5216089421955674, 'separation_delay_charge': 0.08008231900508632, 'wind_standard_deviation': -1.173353966852277}"
3,28.95085562,0,7.254,239.8465781,2172.620575,3800.259932,322.1565934,-233.7003194,-81.80314106,48.00145012,1.885018304,"{'gross_weight': 21.443897510248974, 'diameter': 0.13049984559798153, 'launch_rod_length': 1.610707454053173, 'launch_temperature': 280.3953033680599, 'wind_direction': 2.155327591486991, 'wind_speed_average': 14.013390659766173, 'wind_turbulence_intensity': -1.743195013137075, 'launch_rod_angle': -0.1741055083220639, 'launch_rod_direction': 1.507658533890987, 'separation_delay_charge': -0.11326949625711967, 'wind_standard_deviation': -2.5381673619081835}"
4,33.06447211,0,7.254,324.8340047,3.31E-06,5637.73304,419.8862839,-2681.85903,-81.83603197,47.9819232,-1.149869177,"{'gross_weight': 8.304466468144613, 'diameter': 0.13042620188655366, 'launch_rod_length': 1.948819109017558, 'launch_temperature': 283.5433675651084, 'wind_direction': 0.9263345421558581, 'wind_speed_average': 1.3303460912905765, 'wind_turbulence_intensity': -0.2823853412651332, 'launch_rod_angle': -0.23415637478236545, 'launch_rod_direction': 1.5457178066813357, 'separation_delay_charge': 0.07945329778048096, 'wind_standard_deviation': 3.762884648137137}"
5,34.43532813,0,7.254,336.4579651,1.34E-06,6073.205468,436.6062295,-1596.966172,-81.82147823,48.03544869,-0.875142239,"{'gross_weight': 6.537895820386873, 'diameter': 0.13093440720224003, 'launch_rod_length': 1.721128005316624, 'launch_temperature': 296.9151506895811, 'wind_direction': 2.758495910978917, 'wind_speed_average': 6.636410486940112, 'wind_turbulence_intensity': -8.927370317752713, 'launch_rod_angle': -0.2001814144563687, 'launch_rod_direction': 1.5761527835484679, 'separation_delay_charge': -0.1927176260737864, 'wind_standard_deviation': -1.2018442515605543}"
6,33.7880625,0,7.254,328.7618108,2.69E-06,5873.099147,429.7916267,-2376.396023,-81.83195346,48.02314499,0.243983185,"{'gross_weight': 15.89911760755681, 'diameter': 0.129908563019625, 'launch_rod_length': 1.835923522462541, 'launch_temperature': 294.1507463546764, 'wind_direction': 2.398389598034071, 'wind_speed_average': 3.2680453026423524, 'wind_turbulence_intensity': -3.9740008156688784, 'launch_rod_angle': -0.22392490029184262, 'launch_rod_direction': 1.5665440500425205, 'separation_delay_charge': 0.3918578170357226, 'wind_standard_deviation': -2.036818331663499}"
7,33.17862925,0,7.254,348.5061639,1.34E-06,5985.117055,439.733921,-1280.353316,-81.81721835,48.03058041,-0.191969852,"{'gross_weight': 24.622291206228965, 'diameter': 0.1305169786475117, 'launch_rod_length': 1.9811740676104128, 'launch_temperature': 296.0590509979173, 'wind_direction': 2.7836495613277803, 'wind_speed_average': 8.021202732330877, 'wind_turbulence_intensity': -4.6098335826236925, 'launch_rod_angle': -0.21482950368401885, 'launch_rod_direction': 1.6343987833760705, 'separation_delay_charge': -0.1835440958112335, 'wind_standard_deviation': 9.963912792077133}"
8,34.1297071,0,7.254,353.0914823,3.67E-06,6069.347637,440.3418708,-831.2623505,-81.81117135,47.99563531,-0.632244479,"{'gross_weight': 28.91943303095183, 'diameter': 0.1303606908363787, 'launch_rod_length': 1.8516096512611988, 'launch_temperature': 293.6527737621855, 'wind_direction': 1.0365401380987056, 'wind_speed_average': 2.2742735671856265, 'wind_turbulence_intensity': -0.07414703662600629, 'launch_rod_angle': -0.2420331289044807, 'launch_rod_direction': 1.546216748713091, 'separation_delay_charge': -0.4801680130479619, 'wind_standard_deviation': 9.591075124776568}"
9,33.834,0,7.254,328.0759247,3.01E-06,5890.918101,429.5681881,-2337.908554,-81.83142898,48.01171209,-0.845678419,"{'gross_weight': 13.763334733817741, 'diameter': 0.13033736238624077, 'launch_rod_length': 1.9176230976198279, 'launch_temperature': 299.1598579419386, 'wind_direction': 2.082211928688737, 'wind_speed_average': -0.09727207381050818, 'wind_turbulence_intensity': 3.2693407916336166, 'launch_rod_angle': -0.19284650997077213, 'launch_rod_direction': 1.4639927151022911, 'separation_delay_charge': -0.48346825214197375, 'wind_standard_deviation': -1.6025106497492678}"
10,33.90532813,0,7.254,334.5487494,1.24E-06,5895.416154,430.5434249,-1117.183199,-81.81500727,47.97304892,4.101928369,"{'gross_weight': 16.282051387827607, 'diameter': 0.1309111727700141, 'launch_rod_length': 1.722021936752844, 'launch_temperature': 275.0815149644903, 'wind_direction': 0.3523830345871253, 'wind_speed_average': 2.893251032778001, 'wind_turbulence_intensity': -2.853264572642902, 'launch_rod_angle': -0.20152573465567425, 'launch_rod_direction': 1.5961568895109877, 'separation_delay_charge': -0.5257738248959033, 'wind_standard_deviation': 0.6422440147238201}"
11,34.1780625,0,7.254,332.2048105,1640.289974,5992.024585,433.1768322,1640.289974,-81.77793674,48.04093869,-2.938348622,"{'gross_weight': 16.48938009695486, 'diameter': 0.13071258491731894, 'launch_rod_length': 1.7086563308468843, 'launch_temperature': 299.5603040250294, 'wind_direction': 3.4888344795736774, 'wind_speed_average': 7.490509936552137, 'wind_turbulence_intensity': 1.1760840800099663, 'launch_rod_angle': -0.22002459633429264, 'launch_rod_direction': 1.6217518966200317, 'separation_delay_charge': -0.15311845365522608, 'wind_standard_deviation': -6.272871227327705}"
12,34.0080625,0,7.254,330.4163916,2.86E-06,5946.966455,432.5558623,-2379.243418,-81.83196857,47.98576228,1.239015841,"{'gross_weight': 13.336967836461557, 'diameter': 0.12994624965596546, 'launch_rod_length': 2.1371240518061723, 'launch_temperature': 299.64040718741086, 'wind_direction': 0.9821572511495349, 'wind_speed_average': 1.5889286381734102, 'wind_turbulence_intensity': 3.9677511982635663, 'launch_rod_angle': -0.19250595106114204, 'launch_rod_direction': 1.5945415192287224, 'separation_delay_charge': 0.5983744486003902, 'wind_standard_deviation': -3.6372539996768705}"
13,33.774,0,7.254,326.8271249,1049.705377,5863.017194,427.9745781,1049.705377,-81.78588051,48.04126557,1.925165994,"{'gross_weight': 15.1665096254649, 'diameter': 0.13139121894871544, 'launch_rod_length': 1.911126023530661, 'launch_temperature': 297.5909646661738, 'wind_direction': 3.367709391147781, 'wind_speed_average': 6.101012528487992, 'wind_turbulence_intensity': -4.432535441897582, 'launch_rod_angle': -0.26110270193049734, 'launch_rod_direction': 1.5267996004821036, 'separation_delay_charge': -0.32374298727594275, 'wind_standard_deviation': -8.257266393265999}"
14,3.526621674,0,7.254,12.81766401,1.63E-06,144.8975335,77.83271207,-76.18589577,-81.80102396,48.00062811,-0.956501939,"{'gross_weight': 16.832806709509306, 'diameter': 0.1313688714945092, 'launch_rod_length': 1.8829501581220782, 'launch_temperature': 285.4855565700593, 'wind_direction': 2.312542149498859, 'wind_speed_average': 13.104704270217312, 'wind_turbulence_intensity': -0.10279499877793663, 'launch_rod_angle': -0.12163255038414701, 'launch_rod_direction': 1.578797641742321, 'separation_delay_charge': 0.41282098952183954, 'wind_standard_deviation': -13.436498272833383}"
15,34.334,0,7.254,336.9067873,2.97E-06,6041.155665,436.3371464,-2682.401982,-81.83605711,48.00746832,-0.018080256,"{'gross_weight': 9.18016395953406, 'diameter': 0.13044514338548113, 'launch_rod_length': 2.0256026674414063, 'launch_temperature': 288.8556032210497, 'wind_direction': 1.8736728592799154, 'wind_speed_average': 2.822172511836807, 'wind_turbulence_intensity': 2.93291913488315, 'launch_rod_angle': -0.1728494793141931, 'launch_rod_direction': 1.503785125745503, 'separation_delay_charge': 0.04547101568112836, 'wind_standard_deviation': -3.157948298588231}"
16,34.4380625,0,7.254,332.4085497,3.54E-06,6084.902634,437.190502,-3808.421129,-81.85117185,47.98598208,0.48148616,"{'gross_weight': 14.834215011397067, 'diameter': 0.13010656860001119, 'launch_rod_length': 2.131492205893112, 'launch_temperature': 312.83698076674176, 'wind_direction': 1.182325955139563, 'wind_speed_average': 5.970843076976538, 'wind_turbulence_intensity': 0.7623923365968286, 'launch_rod_angle': -0.21532520063732558, 'launch_rod_direction': 1.4115279406682366, 'separation_delay_charge': 0.7587733664676941, 'wind_standard_deviation': -3.85553329801614}"
17,31.402625,0,7.254,292.8591484,863.8119178,5080.246116,392.9111088,863.8119178,-81.7883756,48.06495305,-0.558711089,"{'gross_weight': 0.6293905546314829, 'diameter': 0.1301352912147242, 'launch_rod_length': 1.9522089386721266, 'launch_temperature': 298.65884851691214, 'wind_direction': 3.260732660479555, 'wind_speed_average': 10.953216485458153, 'wind_turbulence_intensity': 2.7595904910060187, 'launch_rod_angle': -0.24754725465679178, 'launch_rod_direction': 1.586303074082026, 'separation_delay_charge': 0.25168977392663444, 'wind_standard_deviation': -5.307656276740847}"
18,33.624,0,7.254,321.7859911,3.70E-06,5824.445423,426.3192242,-3158.99998,-81.84247348,48.01947981,0.909971086,"{'gross_weight': 20.4130302249177, 'diameter': 0.1301132322170476, 'launch_rod_length': 1.7639522375979089, 'launch_temperature': 310.08918753661453, 'wind_direction': 2.174206168821348, 'wind_speed_average': 2.753000367236214, 'wind_turbulence_intensity': -3.107267906785639, 'launch_rod_angle': -0.25640344602946535, 'launch_rod_direction': 1.531265070444656, 'separation_delay_charge': 0.08449614288929323, 'wind_standard_deviation': -0.26729901727410665}"
19,33.222625,0,7.254,318.4416507,4.09E-06,5687.37713,420.2060059,-3139.659464,-81.84218869,47.98922311,4.148348759,"{'gross_weight': 13.155546300158932, 'diameter': 0.13151855237032867, 'launch_rod_length': 1.8113637088446315, 'launch_temperature': 300.9124524798789, 'wind_direction': 1.2065789940385379, 'wind_speed_average': 0.2486260657248467, 'wind_turbulence_intensity': -3.248348352291704, 'launch_rod_angle': -0.24872516254567228, 'launch_rod_direction': 1.5956406977653435, 'separation_delay_charge': -0.3640304076077298, 'wind_standard_deviation': -0.2511523663095768}"
20,33.5580625,0,7.254,325.0272634,505.4279139,5798.493259,425.4059791,505.4279139,-81.79321054,47.97289742,-1.395386904,"{'gross_weight': 12.695936927393374, 'diameter': 0.13133691701080982, 'launch_rod_length': 1.9974930428876179, 'launch_temperature': 294.87880223265597, 'wind_direction': -0.17136740539586914, 'wind_speed_average': 0.4663535789419111, 'wind_turbulence_intensity': -2.05228359227628, 'launch_rod_angle': -0.22183192095873216, 'launch_rod_direction': 1.5267826942523386, 'separation_delay_charge': 0.3675574965318868, 'wind_standard_deviation': -2.220733867419459}"
21,33.994,0,7.254,329.9022205,4.27E-06,5929.052122,430.6104921,-4581.007933,-81.8615757,48.00523856,1.025637943,"{'gross_weight': 16.082504735267353, 'diameter': 0.13096807567024799, 'launch_rod_length': 1.6607265447281077, 'launch_temperature': 296.00735351151366, 'wind_direction': 1.6991378227799068, 'wind_speed_average': 6.318856021021832, 'wind_turbulence_intensity': -3.59130256009867, 'launch_rod_angle': -0.24488680999054707, 'launch_rod_direction': 1.6407415436477018, 'separation_delay_charge': -0.35301349083767997, 'wind_standard_deviation': -3.6630194287483824}"
22,33.88532813,0,7.254,331.833939,4108.846642,5891.841515,429.9862844,4108.846642,-81.74475679,48.01838202,2.566817349,"{'gross_weight': 23.675319930759812, 'diameter': 0.13131042829414843, 'launch_rod_length': 1.605831111407585, 'launch_temperature': 288.567007690985, 'wind_direction': 4.25228288406915, 'wind_speed_average': 6.612039658718321, 'wind_turbulence_intensity': 7.1464859791507855, 'launch_rod_angle': -0.23475509699791325, 'launch_rod_direction': 1.5999496001263112, 'separation_delay_charge': -0.1399389557803089, 'wind_standard_deviation': 1.8691274245173692}"
23,34.224,0,7.254,331.0709104,2122.183313,6015.786371,433.7101084,2122.183313,-81.77146568,48.02144075,2.696484652,"{'gross_weight': 31.984036048453753, 'diameter': 0.13097616335812629, 'launch_rod_length': 1.902020552453669, 'launch_temperature': 307.0593556236796, 'wind_direction': -2.4117414754402997, 'wind_speed_average': 2.04979014110463, 'wind_turbulence_intensity': 2.0400876802442185, 'launch_rod_angle': -0.21318782589295146, 'launch_rod_direction': 1.558461700082293, 'separation_delay_charge': 0.22531075108382076, 'wind_standard_deviation': 0.3388343135719154}"
24,34.22876547,0,7.254,346.718451,1.87E-06,6068.748676,439.601283,-799.7747797,-81.81075132,48.01066603,0.288044931,"{'gross_weight': 17.867999621657717, 'diameter': 0.13112369552979541, 'launch_rod_length': 2.235652438744368, 'launch_temperature': 286.2293577548964, 'wind_direction': 2.5546824312067633, 'wind_speed_average': 0.2010444699110625, 'wind_turbulence_intensity': -6.580072640754556, 'launch_rod_angle': -0.18843629026477376, 'launch_rod_direction': 1.539465348978129, 'separation_delay_charge': -0.4380720618900602, 'wind_standard_deviation': 5.922778035616561}"
25,33.7980625,0,7.254,325.5336151,3.62E-06,5883.145327,428.9324353,-2822.076136,-81.83792908,47.99992838,2.630100792,"{'gross_weight': 13.543364207407498, 'diameter': 0.13017013911907158, 'launch_rod_length': 1.7028742913113142, 'launch_temperature': 307.94823912835193, 'wind_direction': 1.5700136807202296, 'wind_speed_average': -0.6352908349711779, 'wind_turbulence_intensity': 1.2153213289901366, 'launch_rod_angle': -0.20289614046210558, 'launch_rod_direction': 1.497367413728779, 'separation_delay_charge': 0.33180338285746, 'wind_standard_deviation': -5.315001945922587}"
26,34.17817205,0,7.254,334.4942301,3.43E-06,6018.906021,435.0612493,-4097.660486,-81.85508733,48.01325099,3.678574155,"{'gross_weight': 14.61676241796603, 'diameter': 0.13041497782020386, 'launch_rod_length': 1.590170445164319, 'launch_temperature': 309.07112099622185, 'wind_direction': 1.9181077796501473, 'wind_speed_average': 6.773624278761016, 'wind_turbulence_intensity': 2.1295157353349623, 'launch_rod_angle': -0.2044013234435579, 'launch_rod_direction': 1.5489427598187138, 'separation_delay_charge': 1.0992193702872826, 'wind_standard_deviation': 4.053614644267416}"
27,33.0220995,0,7.254,327.7566753,1599.847274,5641.784774,421.4652281,1599.847274,-81.77851425,47.96052818,-3.016649388,"{'gross_weight': 10.125177898987324, 'diameter': 0.13013481922328993, 'launch_rod_length': 1.9270159164631022, 'launch_temperature': 273.6209255746275, 'wind_direction': -0.35256495362999196, 'wind_speed_average': 6.0397538203597625, 'wind_turbulence_intensity': -4.806978007624708, 'launch_rod_angle': -0.21758405014111623, 'launch_rod_direction': 1.5527788849173734, 'separation_delay_charge': -0.02800844961340669, 'wind_standard_deviation': 4.172264114389586}"
28,3.507022787,0,7.254,12.60435134,4.04E-06,147.9774121,78.60351288,-153.5679417,-81.80206395,47.9994364,-1.391316386,"{'gross_weight': 13.841727826535628, 'diameter': 0.13030941484789302, 'launch_rod_length': 1.7627960564452385, 'launch_temperature': 295.4940974815554, 'wind_direction': 1.1833640787912678, 'wind_speed_average': 13.222292484606792, 'wind_turbulence_intensity': 4.7763775032888685, 'launch_rod_angle': -0.2484811890631387, 'launch_rod_direction': 1.6025111134184802, 'separation_delay_charge': -0.29161837475622376, 'wind_standard_deviation': -5.4270943270751895}"
29,3.622577501,0,7.254,12.95450252,76.15587881,146.2507774,75.83115449,76.15587881,-81.79897644,48.00081563,-1.18986506,"{'gross_weight': 10.311938400427866, 'diameter': 0.1302152190283237, 'launch_rod_length': 1.8912086773497436, 'launch_temperature': 287.077350236069, 'wind_direction': 3.8399162380383536, 'wind_speed_average': 13.47475413190092, 'wind_turbulence_intensity': 1.3130424986096552, 'launch_rod_angle': -0.16254666149181726, 'launch_rod_direction': 1.536700423146995, 'separation_delay_charge': -0.4784021711984599, 'wind_standard_deviation': -3.714247821069593}"
30,3.515171696,0,7.254,12.58274179,120.3807655,150.8771908,78.78221625,120.3807655,-81.79838204,48.00083716,1.009772453,"{'gross_weight': 12.728156084525036, 'diameter': 0.13130533520685922, 'launch_rod_length': 1.6349143751141222, 'launch_temperature': 300.0579595663438, 'wind_direction': 4.054035044827716, 'wind_speed_average': 6.739725040903361, 'wind_turbulence_intensity': 3.7214471113130965, 'launch_rod_angle': -0.25685597985738895, 'launch_rod_direction': 1.6219861138025635, 'separation_delay_charge': -0.36237118576441574, 'wind_standard_deviation': 4.921888414733223}"
31,34.66920774,0,7.254,344.2947766,3.05E-06,6110.978084,439.8267333,-3634.74702,-81.84886818,48.01755493,1.506690072,"{'gross_weight': 26.269353447451593, 'diameter': 0.13052416679653703, 'launch_rod_length': 1.8077953200283579, 'launch_temperature': 306.06094289778474, 'wind_direction': 2.0658617229907383, 'wind_speed_average': 7.465703470493733, 'wind_turbulence_intensity': 7.1625123525017305, 'launch_rod_angle': -0.19376304652721457, 'launch_rod_direction': 1.5257670344832228, 'separation_delay_charge': 0.3303361679656819, 'wind_standard_deviation': 7.01300576875201}"
32,1.55425,0,7.254,4.564933507,2.63E-06,33.42323822,37.69886846,-97.7170692,-81.80131332,47.99937948,-1.140136382,"{'gross_weight': 21.599579186782414, 'diameter': 0.13101833731155377, 'launch_rod_length': 1.7474540354682409, 'launch_temperature': 286.3425896079998, 'wind_direction': 0.9560306112109738, 'wind_speed_average': 14.383496427471535, 'wind_turbulence_intensity': -3.5721866934858357, 'launch_rod_angle': -0.1792273697056688, 'launch_rod_direction': 1.547573939228499, 'separation_delay_charge': -0.6527548900315598, 'wind_standard_deviation': 9.117851704831821}"
33,3.593057938,0,7.254,14.29996706,2.84E-07,180.4241526,93.75696752,-16.43796449,-81.80022094,48.00189583,1.230095344,"{'gross_weight': 13.11342594244477, 'diameter': 0.13000433164035838, 'launch_rod_length': 1.882560672564758, 'launch_temperature': 294.85012002092185, 'wind_direction': 3.0636820654610073, 'wind_speed_average': 6.371051760258892, 'wind_turbulence_intensity': -4.692155371764308, 'launch_rod_angle': -0.2050151499773086, 'launch_rod_direction': 1.5986009787881916, 'separation_delay_charge': -0.11316487004741659, 'wind_standard_deviation': 5.588488743269112}"
34,33.42532813,0,7.254,323.877678,4.46E-06,5753.996953,424.4677125,-4437.84172,-81.85963507,47.99117465,2.476895387,"{'gross_weight': 19.242115406559886, 'diameter': 0.13001601325247206, 'launch_rod_length': 1.7222791634958412, 'launch_temperature': 292.96356430138843, 'wind_direction': 1.3541623866741759, 'wind_speed_average': 5.433097242369863, 'wind_turbulence_intensity': 0.46315215842517915, 'launch_rod_angle': -0.2606665175722102, 'launch_rod_direction': 1.5529620601613543, 'separation_delay_charge': 0.4168324109870155, 'wind_standard_deviation': 0.9972738893583005}"
35,3.609238454,0,7.254,14.6107816,1.17E-07,189.3960919,99.06892079,-7.870913114,-81.80010578,47.99758833,2.767942318,"{'gross_weight': 25.45398961152467, 'diameter': 0.13104154828194847, 'launch_rod_length': 1.855020643969169, 'launch_temperature': 293.64593380293957, 'wind_direction': 0.029385467419042355, 'wind_speed_average': 11.54853362911929, 'wind_turbulence_intensity': -5.377903681323257, 'launch_rod_angle': -0.22456376134815542, 'launch_rod_direction': 1.5617514003978612, 'separation_delay_charge': -0.0020224493059879498, 'wind_standard_deviation': -6.156493874335772}"
36,33.764,0,7.254,324.8516507,5862.476274,5852.036365,427.0808896,5862.476274,-81.72119012,48.01132707,-3.089736045,"{'gross_weight': 13.121067019062078, 'diameter': 0.13194631667626158, 'launch_rod_length': 2.022717930694377, 'launch_temperature': 303.9233434918953, 'wind_direction': 4.501569171348208, 'wind_speed_average': 10.102768808268669, 'wind_turbulence_intensity': -2.861168856570295, 'launch_rod_angle': -0.1407954784536284, 'launch_rod_direction': 1.5098548820835043, 'separation_delay_charge': 0.09235292690455682, 'wind_standard_deviation': -2.5606603195771593}"
37,33.55323685,0,7.254,331.6440308,386.4444446,5828.785801,427.3615813,386.4444446,-81.79480329,48.02817858,0.566498816,"{'gross_weight': 8.90349268342281, 'diameter': 0.13078967227015284, 'launch_rod_length': 2.0033408393247973, 'launch_temperature': 293.9755386587175, 'wind_direction': 3.2662282502494815, 'wind_speed_average': 1.133447354720639, 'wind_turbulence_intensity': -4.918177752348016, 'launch_rod_angle': -0.2407511497212817, 'launch_rod_direction': 1.5877229900477314, 'separation_delay_charge': -0.03401791490106768, 'wind_standard_deviation': 5.005918619926979}"
38,30.854,0,7.254,289.7722496,2.12E-07,4897.37671,384.5065228,-515.4218283,-81.80691877,47.93603003,0.653508238,"{'gross_weight': 18.499113882587032, 'diameter': 0.13169178222452105, 'launch_rod_length': 1.9023395044832232, 'launch_temperature': 279.7894921372801, 'wind_direction': 6.353457818403993, 'wind_speed_average': 10.391263186478778, 'wind_turbulence_intensity': -3.8089777040693362, 'launch_rod_angle': -0.16737613273632995, 'launch_rod_direction': 1.502131385554079, 'separation_delay_charge': 0.4796043781654114, 'wind_standard_deviation': -11.222519917492958}"
39,33.40672572,0,7.254,338.4233597,2.32E-06,5824.136004,429.9381286,-1893.847067,-81.82546779,48.02876561,-1.148193578,"{'gross_weight': 20.23474933192947, 'diameter': 0.1302036006691097, 'launch_rod_length': 1.9788739045206454, 'launch_temperature': 287.1300026886008, 'wind_direction': 2.608968166627251, 'wind_speed_average': 4.4472673005041665, 'wind_turbulence_intensity': 1.0770882903132064, 'launch_rod_angle': -0.26134884155184174, 'launch_rod_direction': 1.6039027327190871, 'separation_delay_charge': -0.239834670891476, 'wind_standard_deviation': 7.731708125794336}"
40,33.93532813,0,7.254,330.0794789,2577.443936,5936.272494,431.324651,2577.443936,-81.76536409,47.99206945,3.317664785,"{'gross_weight': 12.85484960768284, 'diameter': 0.13051959755145934, 'launch_rod_length': 1.5890418322028075, 'launch_temperature': 300.5053022329131, 'wind_direction': 5.0418466029367055, 'wind_speed_average': 0.5646151736694174, 'wind_turbulence_intensity': -0.3800447528325786, 'launch_rod_angle': -0.2068072468795147, 'launch_rod_direction': 1.592116709542621, 'separation_delay_charge': -0.10686367501780565, 'wind_standard_deviation': 1.674822618353103}"
41,34.27532813,0,7.254,333.5471812,3.37E-06,6025.800741,434.598873,-3164.598736,-81.84254478,48.01466069,-3.752515726,"{'gross_weight': 21.286036208621283, 'diameter': 0.1310947921909792, 'launch_rod_length': 1.7217878037807086, 'launch_temperature': 299.0065429732363, 'wind_direction': 2.049010173489739, 'wind_speed_average': 3.831792985857854, 'wind_turbulence_intensity': 2.394837268888427, 'launch_rod_angle': -0.213224895777364, 'launch_rod_direction': 1.5327381519663226, 'separation_delay_charge': 0.26233041880760843, 'wind_standard_deviation': -0.666733198458495}"
42,26.63755211,0,7.254,236.6496656,3.10E-06,3597.95921,314.7918516,-6291.868357,-81.8845953,48.01928289,0.228197392,"{'gross_weight': 11.678096308059498, 'diameter': 0.13118125081544574, 'launch_rod_length': 1.7471262338900435, 'launch_temperature': 281.84218950210663, 'wind_direction': 1.9008295870039247, 'wind_speed_average': 6.953609380151789, 'wind_turbulence_intensity': 0.831585236889517, 'launch_rod_angle': -0.1827567350344821, 'launch_rod_direction': 1.5563260362779783, 'separation_delay_charge': -0.20255909021067026, 'wind_standard_deviation': 7.353558884209346}"
43,34.30790557,0,7.254,339.6010418,1.79E-06,6032.287458,435.9225884,-2213.814101,-81.82973726,47.97095973,2.169955365,"{'gross_weight': 17.42566938743761, 'diameter': 0.13088864728336355, 'launch_rod_length': 1.647056192722379, 'launch_temperature': 287.76270020925136, 'wind_direction': 0.5981281211920746, 'wind_speed_average': 6.096817476912599, 'wind_turbulence_intensity': -5.938705355560408, 'launch_rod_angle': -0.17692930041318441, 'launch_rod_direction': 1.5801129287235574, 'separation_delay_charge': 0.08384472585620593, 'wind_standard_deviation': 3.355565562131422}"
44,30.00399405,0,7.254,248.7280312,96.20940646,4089.0254,334.6031964,96.20940646,-81.79870709,47.99385099,1.038907627,"{'gross_weight': 15.067763041597534, 'diameter': 0.13103604374855288, 'launch_rod_length': 1.78781153246665, 'launch_temperature': 297.91091644221825, 'wind_direction': -0.13913719231979127, 'wind_speed_average': 14.307358943180375, 'wind_turbulence_intensity': -1.6327095870300423, 'launch_rod_angle': -0.1935941582261996, 'launch_rod_direction': 1.6488491882263203, 'separation_delay_charge': -0.23208908999863276, 'wind_standard_deviation': -1.9424473557134803}"
45,33.1580625,0,7.254,324.7736423,3.37E-06,5649.60883,420.6368668,-4387.696023,-81.85900692,48.03113362,1.90422598,"{'gross_weight': 14.578495972140118, 'diameter': 0.1303644140153533, 'launch_rod_length': 1.9957193391752495, 'launch_temperature': 272.5284236502718, 'wind_direction': 2.2404396289223656, 'wind_speed_average': 8.799690953266786, 'wind_turbulence_intensity': 3.5921801481874422, 'launch_rod_angle': -0.2439353258478852, 'launch_rod_direction': 1.6900115692362703, 'separation_delay_charge': -0.3706041435310119, 'wind_standard_deviation': -6.046379125418896}"
46,33.642625,0,7.254,325.8729008,3943.293381,5826.910691,427.7130558,3943.293381,-81.7469881,48.01308125,1.339212467,"{'gross_weight': 16.595963717016875, 'diameter': 0.12997208392835063, 'launch_rod_length': 1.821245932787802, 'launch_temperature': 295.28704822254923, 'wind_direction': 4.360576134997912, 'wind_speed_average': 4.974716510907987, 'wind_turbulence_intensity': 1.8700667824005188, 'launch_rod_angle': -0.2524070910703906, 'launch_rod_direction': 1.6091703501747436, 'separation_delay_charge': -0.1525101598737419, 'wind_standard_deviation': -9.709986350989075}"
47,34.642625,0,7.254,340.6266627,2.37E-06,6130.548155,440.0612309,-2529.668925,-81.83400676,48.01157846,0.43071615,"{'gross_weight': 10.73238597196986, 'diameter': 0.130470521574478, 'launch_rod_length': 2.102916386637742, 'launch_temperature': 287.3115359866393, 'wind_direction': 2.0443891044350817, 'wind_speed_average': 4.536237821811946, 'wind_turbulence_intensity': 3.9697558918317335, 'launch_rod_angle': -0.14704095331699032, 'launch_rod_direction': 1.587456683431984, 'separation_delay_charge': 0.45553764931225293, 'wind_standard_deviation': -3.8232720564730824}"
48,34.134,0,7.254,332.7881295,2701.727701,5983.625424,433.7273598,2701.727701,-81.76370407,47.97768466,0.950803874,"{'gross_weight': 7.034430116088138, 'diameter': 0.13032436060600247, 'launch_rod_length': 1.3639920236570728, 'launch_temperature': 296.1751033588792, 'wind_direction': -0.8300733063128938, 'wind_speed_average': 4.425562027205812, 'wind_turbulence_intensity': 1.242483934425786, 'launch_rod_angle': -0.21332478982219139, 'launch_rod_direction': 1.5890701528978823, 'separation_delay_charge': 0.0641275592248258, 'wind_standard_deviation': -2.471344002388181}"
